Symbol,Date,Close
QCOM,11/28/2018,56.65
QCOM,11/29/2018,58.11
QCOM,11/30/2018,58.26
QCOM,12/3/2018,59.14
QCOM,12/4/2018,57.73
QCOM,12/6/2018,57.11
QCOM,12/7/2018,55.99
QCOM,12/10/2018,57.24
QCOM,12/11/2018,57.35
QCOM,12/12/2018,57.72
QCOM,12/13/2018,58.09
QCOM,12/14/2018,57.62
QCOM,12/17/2018,57
QCOM,12/18/2018,57.78
QCOM,12/19/2018,56.69
QCOM,12/20/2018,56.37
QCOM,12/21/2018,54.85
QCOM,12/24/2018,53.65
QCOM,12/26/2018,55.96
QCOM,12/27/2018,56.09
QCOM,12/28/2018,56.81
QCOM,12/31/2018,56.91
QCOM,1/2/2019,57.4
QCOM,1/3/2019,55.7
QCOM,1/4/2019,56.6
QCOM,1/7/2019,56.44
QCOM,1/8/2019,55.95
QCOM,1/9/2019,56.61
QCOM,1/10/2019,56.8
QCOM,1/11/2019,57.5
QCOM,1/14/2019,57.3
QCOM,1/15/2019,55.73
QCOM,1/16/2019,55.27
QCOM,1/17/2019,54.77
QCOM,1/18/2019,55.27
QCOM,1/22/2019,54.29
QCOM,1/23/2019,51.77
QCOM,1/24/2019,50.81
QCOM,1/25/2019,51.3
QCOM,1/28/2019,50.64
QCOM,1/29/2019,49.4
QCOM,1/30/2019,50.17
QCOM,1/31/2019,49.52
QCOM,2/1/2019,49.61
QCOM,2/4/2019,49.69
QCOM,2/5/2019,50.73
QCOM,2/6/2019,51.1
QCOM,2/7/2019,50.55
QCOM,2/8/2019,50.29
QCOM,2/11/2019,50.83
QCOM,2/12/2019,51.66
QCOM,2/13/2019,51.59
QCOM,2/14/2019,51.57
QCOM,2/15/2019,51.98
QCOM,2/19/2019,52.01
QCOM,2/20/2019,52.45
QCOM,2/21/2019,52.35
QCOM,2/22/2019,53.12
QCOM,2/25/2019,52.99
QCOM,2/26/2019,53.03
QCOM,2/27/2019,53.04
QCOM,2/28/2019,53.39
QCOM,3/1/2019,54.2
QCOM,3/4/2019,53.78
QCOM,3/5/2019,53.94
QCOM,3/6/2019,54.8
QCOM,3/7/2019,54.03
QCOM,3/8/2019,53.53
QCOM,3/11/2019,54.35
QCOM,3/12/2019,54.84
QCOM,3/13/2019,55.39
QCOM,3/14/2019,55.4
QCOM,3/15/2019,56.6
QCOM,3/18/2019,56.83
QCOM,3/19/2019,56.97
QCOM,3/20/2019,57.16
QCOM,3/21/2019,57.77
QCOM,3/22/2019,56.82
QCOM,3/25/2019,56.64
QCOM,3/26/2019,58
QCOM,3/27/2019,56.91
QCOM,3/28/2019,56.55
QCOM,3/29/2019,57.03
QCOM,4/1/2019,57.81
QCOM,4/2/2019,58.09
QCOM,4/3/2019,57.68
QCOM,4/4/2019,57.86
QCOM,4/5/2019,57.99
QCOM,4/8/2019,57.76
QCOM,4/9/2019,57.44
QCOM,4/10/2019,56.33
QCOM,4/11/2019,55.9
QCOM,4/12/2019,56.95
QCOM,4/15/2019,57.18
QCOM,4/16/2019,70.45
QCOM,4/17/2019,79.08
QCOM,4/18/2019,79.89
QCOM,4/22/2019,81.97
QCOM,4/23/2019,86.72
QCOM,4/24/2019,86.83
QCOM,4/25/2019,85.07
QCOM,4/26/2019,86.64
QCOM,4/29/2019,87.25
QCOM,4/30/2019,86.13
QCOM,5/1/2019,86.37
QCOM,5/2/2019,87.14
QCOM,5/3/2019,89.29
QCOM,5/6/2019,88.25
QCOM,5/7/2019,85.2
QCOM,5/8/2019,84.54
